bundesland,diesel,e5,e10,date
Thüringen,1.949234128770824,1.7877513507429086,1.6348373480414229,2022-07-31 00:00:00
bundesweit,1.9255809079189623,1.7626093262469833,1.6538694938016876,2022-07-31 00:00:00
Baden-Württemberg,1.9733105413105412,1.8009956917517893,1.7126076019734555,2022-08-01 00:00:00
Bayern,2.00160818086366,1.8422095480642493,1.7320327949422514,2022-08-01 00:00:00
Berlin,1.8750494148244472,1.74296488946684,1.6807946684005202,2022-08-01 00:00:00
Brandenburg,1.895962657568003,1.7416266704577767,1.648225855369159,2022-08-01 00:00:00
Bremen,1.9196387306753455,1.854471928397071,1.7736619202603745,2022-08-01 00:00:00
Hamburg,1.8867795815295816,1.7929953102453102,1.708678751803752,2022-08-01 00:00:00
Hessen,1.951465337034372,1.7737113190089442,1.6737176930194304,2022-08-01 00:00:00
Mecklenburg-Vorpommern,1.9201082026282323,1.737597498940229,1.6364584569732936,2022-08-01 00:00:00
Niedersachsen,1.9080536742946212,1.754656064336865,1.5819015067657622,2022-08-01 00:00:00
Nordrhein-Westfalen,1.8975780099154729,1.7519994174983498,1.6612044063013736,2022-08-01 00:00:00
Rheinland-Pfalz,1.9320778720626632,1.7643437989556134,1.6770744778067883,2022-08-01 00:00:00
Saarland,1.9480360750360752,1.7713376623376624,1.6709405483405484,2022-08-01 00:00:00
Sachsen,1.9219846153846156,1.8033863102998693,1.6973177966101696,2022-08-01 00:00:00
Sachsen-Anhalt,1.9225590338332752,1.740431635856296,1.6003555981862574,2022-08-01 00:00:00
Schleswig-Holstein,1.9028890254393511,1.7495817254516406,1.5900702347302444,2022-08-01 00:00:00
Thüringen,1.960856671664168,1.7924976511744126,1.6386584707646177,2022-08-01 00:00:00
bundesweit,1.9324242729977168,1.776038523626133,1.6649120823051913,2022-08-01 00:00:00
Baden-Württemberg,1.9615190120413877,1.7816838943233455,1.6915649695755988,2022-08-02 00:00:00
Bayern,1.986314369295577,1.83239417271238,1.7227540135736017,2022-08-02 00:00:00
Berlin,1.8481956551629315,1.6981544067097485,1.6341248453183006,2022-08-02 00:00:00
Brandenburg,1.867402581563167,1.6984556357353389,1.6072220754141682,2022-08-02 00:00:00
Bremen,1.9008554778554776,1.8393123543123544,1.7573342657342657,2022-08-02 00:00:00
Hamburg,1.877235933625787,1.7653379744421132,1.678045393858478,2022-08-02 00:00:00
Hessen,1.9344560359948144,1.7463461450469,1.6464132540227256,2022-08-02 00:00:00
Mecklenburg-Vorpommern,1.882191907646588,1.684291690478912,1.5804918276374442,2022-08-02 00:00:00
Niedersachsen,1.89908553749915,1.7281205548378324,1.5561924253756716,2022-08-02 00:00:00
Nordrhein-Westfalen,1.8814469626326105,1.7280724643556995,1.638780904115143,2022-08-02 00:00:00
Rheinland-Pfalz,1.9216694168253297,1.7489720047951482,1.665831887737113,2022-08-02 00:00:00
Saarland,1.9382010817690107,1.7536990136811963,1.6567216035634744,2022-08-02 00:00:00
Sachsen,1.911803495872928,1.755841090379413,1.658000208087674,2022-08-02 00:00:00
Sachsen-Anhalt,1.899645464809936,1.701983722243131,1.5762361686112158,2022-08-02 00:00:00
Schleswig-Holstein,1.8917190771616903,1.7262444746025591,1.5666087630864678,2022-08-02 00:00:00
Thüringen,1.945383862291555,1.763178805809575,1.6092682087143626,2022-08-02 00:00:00
bundesweit,1.9168291739658136,1.7505882455448445,1.6401403454063526,2022-08-02 00:00:00
Baden-Württemberg,1.954218978620641,1.7839704524469069,1.6980561829675402,2022-08-03 00:00:00
Bayern,1.9755164887040575,1.822261908508486,1.7110434303697877,2022-08-03 00:00:00
Berlin,1.8379348591549296,1.7056498993963782,1.6433773893360162,2022-08-03 00:00:00
Brandenburg,1.8520181835136145,1.7038269302499067,1.6121267251025737,2022-08-03 00:00:00
Bremen,1.9437384734598997,1.856059279349089,1.7747927160015498,2022-08-03 00:00:00
Hamburg,1.8490327653997376,1.7423715596330274,1.6595658584534732,2022-08-03 00:00:00
Hessen,1.921715913419913,1.7546105627705626,1.6546981471861473,2022-08-03 00:00:00
Mecklenburg-Vorpommern,1.8700559594624364,1.6708463317911433,1.5717698832341926,2022-08-03 00:00:00
Niedersachsen,1.8824324580628848,1.727259525415156,1.5592460802495154,2022-08-03 00:00:00
Nordrhein-Westfalen,1.8651181028915835,1.724732187701801,1.6328447298557796,2022-08-03 00:00:00
Rheinland-Pfalz,1.911925136176432,1.7521389663876712,1.6669973428988971,2022-08-03 00:00:00
Saarland,1.929841829303816,1.7618400815613169,1.6643649868919312,2022-08-03 00:00:00
Sachsen,1.8880452512847892,1.7590788894079956,1.6586847760795569,2022-08-03 00:00:00
Sachsen-Anhalt,1.8826049403183025,1.7191763096816977,1.5783695291777189,2022-08-03 00:00:00
Schleswig-Holstein,1.8821583525054717,1.7107492284383592,1.5574340384939116,2022-08-03 00:00:00
Thüringen,1.9351185185185185,1.7556763763763763,1.6025,2022-08-03 00:00:00
bundesweit,1.90274764199145,1.748411171179242,1.6381615176364202,2022-08-03 00:00:00
Baden-Württemberg,1.9526222639893416,1.7851359678340313,1.69900064236772,2022-08-04 00:00:00
Bayern,1.973702434059509,1.8296409978777768,1.7164429598510114,2022-08-04 00:00:00
Berlin,1.8023745684695047,1.7162281357882625,1.652465333716916,2022-08-04 00:00:00
Brandenburg,1.8265856609861848,1.7078586266007865,1.6137282444287588,2022-08-04 00:00:00
Bremen,1.8750121765601215,1.8448409436834092,1.761414383561644,2022-08-04 00:00:00
Hamburg,1.838114613702624,1.741223396501458,1.6564715743440237,2022-08-04 00:00:00
Hessen,1.9221112962700329,1.761005814778046,1.6617897815912637,2022-08-04 00:00:00
Mecklenburg-Vorpommern,1.8572932625994696,1.6763815384615386,1.5751743236074272,2022-08-04 00:00:00
Niedersachsen,1.8636286462547376,1.7185227185623644,1.548268002384704,2022-08-04 00:00:00
Nordrhein-Westfalen,1.8599514582426464,1.7237685467321686,1.6318822834400846,2022-08-04 00:00:00
Rheinland-Pfalz,1.9163282065366656,1.768213952210931,1.6812663416643778,2022-08-04 00:00:00
Saarland,1.9319424503114804,1.770551171759122,1.669039750815782,2022-08-04 00:00:00
Sachsen,1.8894415170214245,1.7644749358663248,1.6624297302918951,2022-08-04 00:00:00
Sachsen-Anhalt,1.868403453829635,1.7026856657122404,1.5655719398711525,2022-08-04 00:00:00
Schleswig-Holstein,1.856114147909968,1.70850190544242,1.5558670358461355,2022-08-04 00:00:00
Thüringen,1.9336309213951068,1.7519617907339928,1.5939298282144716,2022-08-04 00:00:00
bundesweit,1.8957753157481356,1.750163684521318,1.6388600331370722,2022-08-04 00:00:00
Baden-Württemberg,1.952125496915696,1.7792115604295178,1.6923303861092074,2022-08-05 00:00:00
Bayern,1.976619084800789,1.822733597715084,1.709746481188485,2022-08-05 00:00:00
Berlin,1.8048174067947576,1.705761547270645,1.6432409975823896,2022-08-05 00:00:00
Brandenburg,1.824357035364936,1.7016739089541009,1.6113022009029347,2022-08-05 00:00:00
Bremen,1.8277604340567613,1.8010283806343907,1.717715776293823,2022-08-05 00:00:00
Hamburg,1.831793248945148,1.743062447257384,1.6586568776371309,2022-08-05 00:00:00
Hessen,1.9274349472355643,1.7608983627248185,1.6622971987518844,2022-08-05 00:00:00
Mecklenburg-Vorpommern,1.829275516593613,1.6731261740763932,1.5721528908369862,2022-08-05 00:00:00
Niedersachsen,1.848230688452976,1.7170922837820808,1.546207796026379,2022-08-05 00:00:00
Nordrhein-Westfalen,1.866954431856048,1.717221771314324,1.626124720331318,2022-08-05 00:00:00
Rheinland-Pfalz,1.9165396724236825,1.7615707730546173,1.6744925753616722,2022-08-05 00:00:00
Saarland,1.9417497282608696,1.7714345108695653,1.6743483695652173,2022-08-05 00:00:00
Sachsen,1.9016069437068508,1.763036643653744,1.6601427907594264,2022-08-05 00:00:00
Sachsen-Anhalt,1.8679042867060047,1.7030416522040956,1.564284796945505,2022-08-05 00:00:00
Schleswig-Holstein,1.841673372988104,1.707442675530674,1.5497853977140192,2022-08-05 00:00:00
Thüringen,1.928909017141698,1.7645837306014809,1.6094170808398418,2022-08-05 00:00:00
bundesweit,1.8947525194733583,1.7461460205418076,1.6352467581167711,2022-08-05 00:00:00
Baden-Württemberg,1.949700726665569,1.7727487007031488,1.6892457493591704,2022-08-06 00:00:00
Bayern,1.970462466517128,1.810606110760252,1.6978655022975238,2022-08-06 00:00:00
Berlin,1.800988680216105,1.6967849241059945,1.6309857216362231,2022-08-06 00:00:00
Brandenburg,1.81855611814346,1.6914186591654945,1.6041813408345056,2022-08-06 00:00:00
Bremen,1.8415946445060016,1.80124838411819,1.7222428439519852,2022-08-06 00:00:00
Hamburg,1.826928126145948,1.7290366703337003,1.6440427209387607,2022-08-06 00:00:00
Hessen,1.918849568194196,1.7420674161674317,1.6482971290749242,2022-08-06 00:00:00
Mecklenburg-Vorpommern,1.8125448371007111,1.6637506102090631,1.5662396264459302,2022-08-06 00:00:00
Niedersachsen,1.839319414703783,1.7056940042826554,1.5346628360694743,2022-08-06 00:00:00
Nordrhein-Westfalen,1.857493898380297,1.7012796173272948,1.6112658609483288,2022-08-06 00:00:00
Rheinland-Pfalz,1.9102770450351945,1.7485878493815348,1.6656712909177886,2022-08-06 00:00:00
Saarland,1.9344550379198264,1.7607470205850486,1.660635698808234,2022-08-06 00:00:00
Sachsen,1.8961423990174675,1.742624727074236,1.6407763373362445,2022-08-06 00:00:00
Sachsen-Anhalt,1.848900724893918,1.6851006011315417,1.5519164603960396,2022-08-06 00:00:00
Schleswig-Holstein,1.8356376941266692,1.690748578002173,1.5313531028312135,2022-08-06 00:00:00
Thüringen,1.917599766503927,1.7572467628953512,1.6048093822967524,2022-08-06 00:00:00
bundesweit,1.8877002358602095,1.7334187080298873,1.6246266699375769,2022-08-06 00:00:00
Baden-Württemberg,1.9476595223030688,1.766213170937467,1.6835626647685331,2022-08-07 00:00:00
Bayern,1.9723394646194023,1.8127255780444425,1.7016708692617692,2022-08-07 00:00:00
Berlin,1.8071243386243387,1.695234126984127,1.631089947089947,2022-08-07 00:00:00
Brandenburg,1.8232646491904396,1.6932158828064765,1.6076430223592906,2022-08-07 00:00:00
Bremen,1.831436500470367,1.7505804327375352,1.6728301975540922,2022-08-07 00:00:00
Hamburg,1.8291906779661016,1.7245431432973806,1.6366498459167953,2022-08-07 00:00:00
Hessen,1.9146510022731968,1.7372267410622029,1.6412354618722875,2022-08-07 00:00:00
Mecklenburg-Vorpommern,1.8130706904133684,1.657417436235708,1.5595302330694811,2022-08-07 00:00:00
Niedersachsen,1.8426161920178052,1.7054849258940767,1.54310248368658,2022-08-07 00:00:00
Nordrhein-Westfalen,1.847110332725171,1.695100667121628,1.6075974150777843,2022-08-07 00:00:00
Rheinland-Pfalz,1.9072569302042983,1.7447099567099569,1.6656069719753932,2022-08-07 00:00:00
Saarland,1.9316029055690076,1.7563032687651332,1.6530572033898303,2022-08-07 00:00:00
Sachsen,1.8837606330365972,1.7321275964391691,1.631991097922849,2022-08-07 00:00:00
Sachsen-Anhalt,1.8464029960481572,1.6999519345648375,1.574374965536256,2022-08-07 00:00:00
Schleswig-Holstein,1.8443158904472083,1.684875496163006,1.5367138131780895,2022-08-07 00:00:00
Thüringen,1.9135104011887076,1.753633941838251,1.5937842284016133,2022-08-07 00:00:00
bundesweit,1.884878650959636,1.7299028793784073,1.6234048563446348,2022-08-07 00:00:00
Baden-Württemberg,1.945468432116365,1.7716845869475923,1.6841659458284002,2022-08-08 00:00:00
Bayern,1.9678384878960484,1.816181470274119,1.7051578631185476,2022-08-08 00:00:00
Berlin,1.8061562383843388,1.689786519638211,1.6240899516788505,2022-08-08 00:00:00
Brandenburg,1.8321963521310252,1.6947362739624046,1.6033900055834729,2022-08-08 00:00:00
Bremen,1.9061542200618649,1.8171749889527176,1.7334149359257622,2022-08-08 00:00:00
Hamburg,1.8275776330076003,1.7283792978646395,1.643007419471589,2022-08-08 00:00:00
Hessen,1.9233763624865143,1.7494897511253302,1.6488834492764406,2022-08-08 00:00:00
Mecklenburg-Vorpommern,1.839792749039982,1.673354077253219,1.577852383103682,2022-08-08 00:00:00
Niedersachsen,1.850189319934564,1.712076863753213,1.5401240476746902,2022-08-08 00:00:00
Nordrhein-Westfalen,1.858574854729366,1.7139825675239428,1.6224509308081352,2022-08-08 00:00:00
Rheinland-Pfalz,1.9129127544097693,1.7521892808683854,1.6704088195386704,2022-08-08 00:00:00
Saarland,1.9333721064814813,1.7598738425925926,1.6595653935185186,2022-08-08 00:00:00
Sachsen,1.887409078498293,1.744061023890785,1.6447866894197951,2022-08-08 00:00:00
Sachsen-Anhalt,1.8447663654024835,1.6923877861305854,1.556642790776248,2022-08-08 00:00:00
Schleswig-Holstein,1.853646405610754,1.6931828040781869,1.5380603935320476,2022-08-08 00:00:00
Thüringen,1.906530430379747,1.7623102784810123,1.607817924050633,2022-08-08 00:00:00
bundesweit,1.8903861331399288,1.7391702533677338,1.6288529462470422,2022-08-08 00:00:00
Baden-Württemberg,1.938205795272533,1.7657420763966414,1.6819588409454935,2022-08-09 00:00:00
Bayern,1.958185608966164,1.801912852637859,1.6905877226625756,2022-08-09 00:00:00
Berlin,1.8006678410885677,1.686562629085166,1.6203947272506378,2022-08-09 00:00:00
Brandenburg,1.818700411743645,1.6807309344790549,1.5871609380594345,2022-08-09 00:00:00
Bremen,1.8547310652085864,1.7962417982989063,1.716318347509113,2022-08-09 00:00:00
Hamburg,1.8170281690140844,1.7190434707007478,1.6344001043296816,2022-08-09 00:00:00
Hessen,1.9139071819304745,1.741279336509617,1.643133368625375,2022-08-09 00:00:00
Mecklenburg-Vorpommern,1.8211945957053328,1.65130124319326,1.548127709853077,2022-08-09 00:00:00
Niedersachsen,1.8383500660216032,1.7054674329501918,1.5330038747104793,2022-08-09 00:00:00
Nordrhein-Westfalen,1.847433439228722,1.7013963472223923,1.609766985170557,2022-08-09 00:00:00
Rheinland-Pfalz,1.905754172886416,1.75508712172615,1.6686496132446738,2022-08-09 00:00:00
Saarland,1.9365761554621848,1.7668492647058824,1.6728810399159664,2022-08-09 00:00:00
Sachsen,1.8658673954372624,1.735832360130364,1.6396804725692558,2022-08-09 00:00:00
Sachsen-Anhalt,1.8438347338935572,1.673110479485912,1.5382140385565992,2022-08-09 00:00:00
Schleswig-Holstein,1.8386783220818184,1.6828895043563556,1.5278783682418786,2022-08-09 00:00:00
Thüringen,1.9015402610441767,1.751281626506024,1.594381827309237,2022-08-09 00:00:00
bundesweit,1.8787791244634224,1.7283501442139777,1.6179335996034114,2022-08-09 00:00:00
Baden-Württemberg,1.9328377675913235,1.7641007277538867,1.6797017390482492,2022-08-10 00:00:00
Bayern,1.955735094114387,1.8017525100722644,1.6912238707339429,2022-08-10 00:00:00
Berlin,1.805041466498104,1.669627686472819,1.6041628318584071,2022-08-10 00:00:00
Brandenburg,1.821817583408476,1.6696086564472497,1.577086474301172,2022-08-10 00:00:00
Bremen,1.841531958762887,1.792979381443299,1.70976,2022-08-10 00:00:00
Hamburg,1.8212313615680784,1.705058802940147,1.6219123206160309,2022-08-10 00:00:00
Hessen,1.9129030456317844,1.7345984473249727,1.6377813257456,2022-08-10 00:00:00
Mecklenburg-Vorpommern,1.828429198912361,1.6454989541936833,1.5499369378791048,2022-08-10 00:00:00
Niedersachsen,1.8270880485115768,1.6919167585446528,1.526057243660419,2022-08-10 00:00:00
Nordrhein-Westfalen,1.838587610619469,1.6937906924933472,1.6031565814716255,2022-08-10 00:00:00
Rheinland-Pfalz,1.9005349052854683,1.7493931646575704,1.6638236852563253,2022-08-10 00:00:00
Saarland,1.9318714399787065,1.7564282672344955,1.660538195368645,2022-08-10 00:00:00
Sachsen,1.8659699269654877,1.731936273807819,1.6302298439066305,2022-08-10 00:00:00
Sachsen-Anhalt,1.8329932352443767,1.6825753424657532,1.5472751564349738,2022-08-10 00:00:00
Schleswig-Holstein,1.8277129362976616,1.68560223476558,1.5315907153553738,2022-08-10 00:00:00
Thüringen,1.8896848053578903,1.733546776894098,1.5829476768522397,2022-08-10 00:00:00
bundesweit,1.8736548755598392,1.7227427065026366,1.6140078008957424,2022-08-10 00:00:00
Baden-Württemberg,1.937762571470459,1.761872086204369,1.677998240727166,2022-08-11 00:00:00
Bayern,1.965383135543028,1.7970777195253032,1.6878188738017417,2022-08-11 00:00:00
Berlin,1.8130911985734304,1.6766206852630237,1.6107556999108394,2022-08-11 00:00:00
Brandenburg,1.8291019165323303,1.6844202937488806,1.5923027941966683,2022-08-11 00:00:00
Bremen,1.8600757136946628,1.7918920148944972,1.7121601158460902,2022-08-11 00:00:00
Hamburg,1.8197345337849884,1.7006241754323408,1.6177446960242468,2022-08-11 00:00:00
Hessen,1.9217103807115896,1.7423653585431096,1.6431718515261442,2022-08-11 00:00:00
Mecklenburg-Vorpommern,1.842606728778468,1.6579726708074534,1.5577341614906832,2022-08-11 00:00:00
Niedersachsen,1.8351824322827843,1.6941850457354213,1.527941485238422,2022-08-11 00:00:00
Nordrhein-Westfalen,1.8479239270045145,1.6868506263114391,1.595695491829338,2022-08-11 00:00:00
Rheinland-Pfalz,1.9112617983803408,1.7518178581401844,1.6659639067299636,2022-08-11 00:00:00
Saarland,1.938587592238317,1.7569915277398198,1.6604383711396555,2022-08-11 00:00:00
Sachsen,1.8807291608195345,1.734907942744878,1.634943727196183,2022-08-11 00:00:00
Sachsen-Anhalt,1.849478893993239,1.6822112334229,1.549655803068389,2022-08-11 00:00:00
Schleswig-Holstein,1.8397788944723616,1.6946757315991725,1.543702394324564,2022-08-11 00:00:00
Thüringen,1.889644837630812,1.722499514510735,1.5701349660157515,2022-08-11 00:00:00
bundesweit,1.8821691036826345,1.7221545221795993,1.6132793101548608,2022-08-11 00:00:00
Baden-Württemberg,1.9528009416752947,1.7581037814918896,1.6730553912143176,2022-08-12 00:00:00
Bayern,1.98101354713226,1.7997416772209154,1.6877145829563958,2022-08-12 00:00:00
Berlin,1.8094304291287384,1.6719872561768532,1.6070589076723016,2022-08-12 00:00:00
Brandenburg,1.8263000948766608,1.6704865275142315,1.579557495256167,2022-08-12 00:00:00
Bremen,1.845123901213897,1.753198409376308,1.6759966513185434,2022-08-12 00:00:00
Hamburg,1.8181173142210485,1.703777442474538,1.6189492644285175,2022-08-12 00:00:00
Hessen,1.9359583613428764,1.7367257305547867,1.6396141405354103,2022-08-12 00:00:00
Mecklenburg-Vorpommern,1.849543105297019,1.6447853313317606,1.5429861677031953,2022-08-12 00:00:00
Niedersachsen,1.834294105537638,1.68070662640957,1.5156515016354444,2022-08-12 00:00:00
Nordrhein-Westfalen,1.8602281228540267,1.6736422367942694,1.583201394966809,2022-08-12 00:00:00
Rheinland-Pfalz,1.9250879144233493,1.752203882119581,1.6647587843581753,2022-08-12 00:00:00
Saarland,1.9527384435342303,1.755482738443534,1.6590804564072557,2022-08-12 00:00:00
Sachsen,1.8994031860153664,1.731330231902446,1.6284834002960458,2022-08-12 00:00:00
Sachsen-Anhalt,1.8671921670515783,1.6845449384141649,1.5502539453425712,2022-08-12 00:00:00
Schleswig-Holstein,1.8408597676474303,1.6758437934082586,1.5216646041166817,2022-08-12 00:00:00
Thüringen,1.900228642086331,1.7170680080935252,1.566191996402878,2022-08-12 00:00:00
bundesweit,1.8926165483089812,1.715065835895482,1.6058775700849817,2022-08-12 00:00:00
Baden-Württemberg,1.9714081478306904,1.7659766052386117,1.682417425063655,2022-08-13 00:00:00
Bayern,1.998736609129447,1.8123109820362089,1.6987628873222942,2022-08-13 00:00:00
Berlin,1.8209121236777868,1.6927835638730675,1.6271328993761864,2022-08-13 00:00:00
Brandenburg,1.841565824665676,1.68927152055473,1.6003891035165925,2022-08-13 00:00:00
Bremen,1.8449446606139213,1.7442442715088629,1.6596805015131864,2022-08-13 00:00:00
Hamburg,1.829535357570915,1.715648022373152,1.6301841789852178,2022-08-13 00:00:00
Hessen,1.9504121590672496,1.7562593379138038,1.659103851759317,2022-08-13 00:00:00
Mecklenburg-Vorpommern,1.863837781667031,1.6542741194486985,1.5526105884926713,2022-08-13 00:00:00
Niedersachsen,1.846707008066665,1.6813806109348126,1.516969089896078,2022-08-13 00:00:00
Nordrhein-Westfalen,1.879272839640325,1.6899949879112222,1.600591793213985,2022-08-13 00:00:00
Rheinland-Pfalz,1.9457102552619796,1.7534484997760862,1.667199880579191,2022-08-13 00:00:00
Saarland,1.975473758865248,1.7665517730496454,1.6645202836879434,2022-08-13 00:00:00
Sachsen,1.9110904606456292,1.7463868697859992,1.6451954298150164,2022-08-13 00:00:00
Sachsen-Anhalt,1.8852908936009087,1.7025875615297237,1.5664530480878458,2022-08-13 00:00:00
Schleswig-Holstein,1.8503115240676216,1.6926016260162604,1.5340709123757903,2022-08-13 00:00:00
Thüringen,1.9105236874372984,1.73122104559135,1.5808673503511317,2022-08-13 00:00:00
bundesweit,1.9086068349227177,1.7269229726410311,1.6180063057152545,2022-08-13 00:00:00
Baden-Württemberg,1.9750792281987712,1.7606487280370808,1.675987172577342,2022-08-14 00:00:00
Bayern,2.003891027027027,1.8155107507507504,1.703245189189189,2022-08-14 00:00:00
Berlin,1.8308467908902688,1.695022084195997,1.6291246376811594,2022-08-14 00:00:00
Brandenburg,1.850886914378029,1.6911730613893377,1.6033282512116316,2022-08-14 00:00:00
Bremen,1.83801436354631,1.7366423972263496,1.659570084200099,2022-08-14 00:00:00
Hamburg,1.830476439790576,1.720509947643979,1.6349924607329842,2022-08-14 00:00:00
Hessen,1.9532189917427207,1.7565881790525857,1.6556004780530205,2022-08-14 00:00:00
Mecklenburg-Vorpommern,1.8676660986139515,1.647266189502386,1.545795273801409,2022-08-14 00:00:00
Niedersachsen,1.851791460012399,1.6869280326513745,1.5231611903285804,2022-08-14 00:00:00
Nordrhein-Westfalen,1.8795089281745032,1.6851299142006135,1.5965171969236698,2022-08-14 00:00:00
Rheinland-Pfalz,1.9512030465078596,1.7523304164641065,1.6677541727434777,2022-08-14 00:00:00
Saarland,1.9787539432176655,1.7683343848580442,1.665432807570978,2022-08-14 00:00:00
Sachsen,1.920803479043263,1.7509340931243906,1.64817785109095,2022-08-14 00:00:00
Sachsen-Anhalt,1.885532734530938,1.694437025948104,1.5599582834331338,2022-08-14 00:00:00
Schleswig-Holstein,1.8548752247153608,1.6957563752580067,1.546814435048938,2022-08-14 00:00:00
Thüringen,1.919518248175183,1.732057923239934,1.5776939015775842,2022-08-14 00:00:00
bundesweit,1.912769108930453,1.7268036156480504,1.618251682692308,2022-08-14 00:00:00
Baden-Württemberg,1.975078669713619,1.7624694170272768,1.6766286283852774,2022-08-15 00:00:00
Bayern,2.0022893157262907,1.815100586388401,1.7042161787792038,2022-08-15 00:00:00
Berlin,1.8280510440835267,1.6881541634441868,1.621140500128899,2022-08-15 00:00:00
Brandenburg,1.8564559418690207,1.6897772259013983,1.59682744665195,2022-08-15 00:00:00
Bremen,1.843636992221262,1.7486024200518584,1.6687009507346586,2022-08-15 00:00:00
Hamburg,1.822857877690989,1.7182169937130882,1.6345012383311106,2022-08-15 00:00:00
Hessen,1.95819458100349,1.756834803167336,1.6601838856156417,2022-08-15 00:00:00
Mecklenburg-Vorpommern,1.8805038719669596,1.6685280330407846,1.5601246257098609,2022-08-15 00:00:00
Niedersachsen,1.8493956185849036,1.6902013218654937,1.5233920731840764,2022-08-15 00:00:00
Nordrhein-Westfalen,1.887770736740205,1.6921911142813473,1.601360918632496,2022-08-15 00:00:00
Rheinland-Pfalz,1.9536946989990127,1.751874524178768,1.6627270548428028,2022-08-15 00:00:00
Saarland,1.9740723427935447,1.7717072899276571,1.6731243739565942,2022-08-15 00:00:00
Sachsen,1.918215571339908,1.7572866698848355,1.653447141576443,2022-08-15 00:00:00
Sachsen-Anhalt,1.886126511027037,1.694221832610501,1.5649566300636708,2022-08-15 00:00:00
Schleswig-Holstein,1.8579775857751064,1.7039239293764088,1.5477047332832456,2022-08-15 00:00:00
Thüringen,1.9189538527581027,1.7332632539171495,1.5771001287830009,2022-08-15 00:00:00
bundesweit,1.9138478897826152,1.728963217769262,1.6189999764894656,2022-08-15 00:00:00
Baden-Württemberg,1.974163328486327,1.7614102209296874,1.6756013884328531,2022-08-16 00:00:00
Bayern,1.9983529310344827,1.8078977586206897,1.6965489655172414,2022-08-16 00:00:00
Berlin,1.8320389923623208,1.6897275894412431,1.6229356827013264,2022-08-16 00:00:00
Brandenburg,1.855323404255319,1.6848481382978724,1.587894769503546,2022-08-16 00:00:00
Bremen,1.9020679062247372,1.8123589329021823,1.7400905416329833,2022-08-16 00:00:00
Hamburg,1.8255449343655328,1.7182325816223494,1.6330880175025242,2022-08-16 00:00:00
Hessen,1.9581561898652984,1.7558738507590337,1.6556313520062718,2022-08-16 00:00:00
Mecklenburg-Vorpommern,1.9038513388734997,1.680709141274238,1.573437878321535,2022-08-16 00:00:00
Niedersachsen,1.850147762387363,1.6950698187004345,1.526606111027076,2022-08-16 00:00:00
Nordrhein-Westfalen,1.893808207487663,1.6958813402100108,1.6043861946990217,2022-08-16 00:00:00
Rheinland-Pfalz,1.9583977850525875,1.7533556453298045,1.6682143901929372,2022-08-16 00:00:00
Saarland,1.9688411400247832,1.771862205700124,1.676681288723668,2022-08-16 00:00:00
Sachsen,1.912864591021942,1.7589173320807892,1.657315641146078,2022-08-16 00:00:00
Sachsen-Anhalt,1.8927758162653183,1.7010376210472191,1.5680503042248697,2022-08-16 00:00:00
Schleswig-Holstein,1.862588429348158,1.7099068971837008,1.554777017533142,2022-08-16 00:00:00
Thüringen,1.925726949241235,1.7334738880167453,1.5825927786499216,2022-08-16 00:00:00
bundesweit,1.9170733583399249,1.7312452432188754,1.6209876526408606,2022-08-16 00:00:00
Baden-Württemberg,1.977490294047335,1.758969423858475,1.6733120487688262,2022-08-17 00:00:00
Bayern,2.0049320563945,1.8081473491534288,1.6960011331197835,2022-08-17 00:00:00
Berlin,1.84144549086758,1.6904095319634702,1.623454765981735,2022-08-17 00:00:00
Brandenburg,1.862523038490008,1.689290710584752,1.59799777942265,2022-08-17 00:00:00
Bremen,1.9126982248520712,1.8141901944209635,1.7358575655114117,2022-08-17 00:00:00
Hamburg,1.8226278162142984,1.709255455029271,1.6246475075394715,2022-08-17 00:00:00
Hessen,1.957545544013122,1.756124949881538,1.6556791689447783,2022-08-17 00:00:00
Mecklenburg-Vorpommern,1.9002372577927549,1.6857549494524011,1.5846525905644482,2022-08-17 00:00:00
Niedersachsen,1.855246514488792,1.6958507153271367,1.528361399671952,2022-08-17 00:00:00
Nordrhein-Westfalen,1.8973458287582037,1.7002044891601338,1.6090546462041315,2022-08-17 00:00:00
Rheinland-Pfalz,1.9633365995031744,1.7531222743582666,1.66631279326525,2022-08-17 00:00:00
Saarland,1.977183257311511,1.7780794204453985,1.678840622484572,2022-08-17 00:00:00
Sachsen,1.9189962094623048,1.757533132107258,1.65454752211147,2022-08-17 00:00:00
Sachsen-Anhalt,1.8931719616298517,1.6977584264718826,1.5683009768547038,2022-08-17 00:00:00
Schleswig-Holstein,1.8671009806520007,1.708049032600053,1.561959846276173,2022-08-17 00:00:00
Thüringen,1.9365213666283565,1.743208755615923,1.5882066659701182,2022-08-17 00:00:00
bundesweit,1.9220112999804015,1.732781936412381,1.623382172182098,2022-08-17 00:00:00
Baden-Württemberg,1.9890082864252407,1.763914623245476,1.6788998864542313,2022-08-18 00:00:00
Bayern,2.0193146932455126,1.8143059257159055,1.7016049159233169,2022-08-18 00:00:00
Berlin,1.865015047879617,1.7009931600547197,1.6331294117647055,2022-08-18 00:00:00
Brandenburg,1.875671288219631,1.6895415480672114,1.5927264713984022,2022-08-18 00:00:00
Bremen,1.890892757102841,1.7676434573829534,1.690282913165266,2022-08-18 00:00:00
Hamburg,1.8323428724736184,1.6974618136290467,1.6164035056340549,2022-08-18 00:00:00
